#Trabalho Fisica Aplicada a Computação - Mestre Nuno

#Gerador de Seno - 1º Ano - FAC 2018-19

#	 T	 	 Media	 MMM	 Tmin	 T0	 T1	 Tmax	 t
	 17.36	 43.60	 0.00	 -40	 10	 80	 120	 11.33
	 17.46	 43.40	 0.00	 -40	 10	 80	 120	 2.80
	 17.56	 43.17	 0.00	 -40	 10	 80	 120	 -12.06
	 17.67	 42.84	 0.00	 -40	 10	 80	 120	 -26.46
	 17.77	 42.44	 0.00	 -40	 10	 80	 120	 -36.10
	 17.87	 41.99	 0.00	 -40	 10	 80	 120	 -39.70
	 17.97	 41.52	 0.00	 -40	 10	 80	 120	 -39.98
	 18.08	 41.05	 0.00	 -40	 10	 80	 120	 -31.90
	 18.18	 40.64	 0.00	 -40	 10	 80	 120	 -34.59
	 18.28	 40.21	 0.00	 -40	 10	 80	 120	 -24.28
	 18.38	 39.85	 0.00	 -40	 10	 80	 120	 -8.18
	 18.49	 39.58	 0.00	 -40	 10	 80	 120	 5.90
	 18.59	 39.39	 0.00	 -40	 10	 80	 120	 6.90
	 18.69	 39.21	 0.00	 -40	 10	 80	 120	 30.81
	 18.79	 39.17	 0.00	 -40	 10	 80	 120	 53.10
	 18.89	 39.24	 0.00	 -40	 10	 80	 120	 67.25
	 19.00	 39.40	 0.00	 -40	 10	 80	 120	 74.28
	 19.10	 39.58	 0.00	 -40	 10	 80	 120	 95.84
	 19.20	 39.89	 0.00	 -40	 10	 80	 120	 105.11
	 19.30	 40.24	 0.00	 -40	 10	 80	 120	 117.76
	 19.41	 40.65	 0.00	 -40	 10	 80	 120	 124.48
	 19.51	 41.09	 0.00	 -40	 10	 80	 120	 122.91
	 19.61	 41.52	 0.00	 -40	 10	 80	 120	 117.00
	 19.71	 41.92	 0.00	 -40	 10	 80	 120	 123.81
	 19.82	 42.34	 0.00	 -40	 10	 80	 120	 105.52
	 19.92	 42.67	 0.00	 -40	 10	 80	 120	 99.32
	 20.02	 42.96	 0.00	 -40	 10	 80	 120	 75.82
	 20.12	 43.13	 0.00	 -40	 10	 80	 120	 72.32
	 20.23	 43.28	 0.00	 -40	 10	 80	 120	 56.69
	 20.33	 43.35	 0.00	 -40	 10	 80	 120	 43.62
	 20.43	 43.35	 0.00	 -40	 10	 80	 120	 26.28
	 20.53	 43.26	 0.00	 -40	 10	 80	 120	 11.85
	 20.63	 43.11	 0.00	 -40	 10	 80	 120	 -9.34
	 20.74	 42.85	 0.00	 -40	 10	 80	 120	 -18.43
	 20.84	 42.54	 0.00	 -40	 10	 80	 120	 -33.04
	 20.94	 42.17	 0.00	 -40	 10	 80	 120	 -29.85
	 21.04	 41.82	 0.00	 -40	 10	 80	 120	 -36.43
	 21.15	 41.44	 0.00	 -40	 10	 80	 120	 -47.70
	 21.25	 41.00	 0.00	 -40	 10	 80	 120	 -36.65
	 21.35	 40.63	 0.00	 -40	 10	 80	 120	 -33.42
	 21.45	 40.27	 0.00	 -40	 10	 80	 120	 -29.16
	 21.56	 39.94	 0.00	 -40	 10	 80	 120	 -0.45
	 21.66	 39.75	 0.00	 -40	 10	 80	 120	 9.46
	 21.76	 39.60	 0.00	 -40	 10	 80	 120	 16.72
	 21.86	 39.50	 0.00	 -40	 10	 80	 120	 25.66
	 21.96	 39.43	 0.00	 -40	 10	 80	 120	 55.09
	 22.07	 39.50	 0.00	 -40	 10	 80	 120	 68.86
	 22.17	 39.64	 0.00	 -40	 10	 80	 120	 89.61
	 22.27	 39.87	 0.00	 -40	 10	 80	 120	 103.44
	 22.37	 40.17	 0.00	 -40	 10	 80	 120	 108.98
