#Trabalho Fisica Aplicada a Computação - Mestre Nuno

#Gerador de Seno - 1º Ano - FAC 2018-19

#	t	Tmin	T0	T1	Tmax	T	Media	MMM	MMS
	 -40	 10	 80	 120	 76.43
	 20.80	 0.00	 12.56	 0.00	 -40	 10	 80	 120	 -33.96
	 20.90	 0.00	 12.56	 0.00	 -40	 10	 80	 120	 -31.82
	 21.01	 0.00	 -28.73	 0.00	 -40	 10	 80	 120	 -45.57
	 21.11	 0.00	 -28.73	 0.00	 -40	 10	 80	 120	 -35.99
	 21.21	 0.00	 -28.73	 0.00	 -40	 10	 80	 120	 -38.06
	 21.32	 0.00	 -39.87	 0.00	 -40	 10	 80	 120	 -42.83
	 21.42	 0.00	 -39.87	 0.00	 -40	 10	 80	 120	 -33.52
	 21.52	 0.00	 -39.87	 0.00	 -40	 10	 80	 120	 -23.61
	 21.62	 0.00	 -33.32	 0.00	 -40	 10	 80	 120	 -4.33
	 21.73	 0.00	 -33.32	 0.00	 -40	 10	 80	 120	 19.51
	 21.83	 0.00	 -33.32	 0.00	 -40	 10	 80	 120	 26.72
	 21.93	 0.00	 13.97	 0.00	 -40	 10	 80	 120	 47.01
	 22.03	 0.00	 13.97	 0.00	 -40	 10	 80	 120	 57.01
	 22.14	 0.00	 13.97	 0.00	 -40	 10	 80	 120	 70.19
	 22.24	 0.00	 58.07	 0.00	 -40	 10	 80	 120	 82.64
	 22.34	 0.00	 58.07	 0.00	 -40	 10	 80	 120	 98.15
	 22.45	 0.00	 58.07	 0.00	 -40	 10	 80	 120	 110.79
	 22.55	 0.00	 97.19	 0.00	 -40	 10	 80	 120	 110.45
	 22.65	 0.00	 97.19	 0.00	 -40	 10	 80	 120	 112.91
	 22.75	 0.00	 97.19	 0.00	 -40	 10	 80	 120	 115.99
	 22.86	 0.00	 113.12	 0.00	 -40	 10	 80	 120	 104.73
	 22.96	 0.00	 113.12	 0.00	 -40	 10	 80	 120	 108.40
	 23.06	 0.00	 113.12	 0.00	 -40	 10	 80	 120	 88.16
	 23.16	 0.00	 100.43	 0.00	 -40	 10	 80	 120	 79.50
	 23.27	 0.00	 100.43	 0.00	 -40	 10	 80	 120	 72.11
	 23.37	 0.00	 100.43	 0.00	 -40	 10	 80	 120	 50.16
	 23.47	 0.00	 67.26	 0.00	 -40	 10	 80	 120	 42.91
	 23.57	 0.00	 67.26	 0.00	 -40	 10	 80	 120	 19.75
	 23.68	 0.00	 67.26	 0.00	 -40	 10	 80	 120	 -2.79
	 23.78	 0.00	 19.96	 0.00	 -40	 10	 80	 120	 -16.78
	 23.88	 0.00	 19.96	 0.00	 -40	 10	 80	 120	 -30.00
	 23.99	 0.00	 19.96	 0.00	 -40	 10	 80	 120	 -34.48
	 24.09	 0.00	 -27.09	 0.00	 -40	 10	 80	 120	 -31.07
	 24.19	 0.00	 -27.09	 0.00	 -40	 10	 80	 120	 -47.53
	 24.29	 0.00	 -27.09	 0.00	 -40	 10	 80	 120	 -42.62
	 24.40	 0.00	 -40.41	 0.00	 -40	 10	 80	 120	 -44.35
	 24.50	 0.00	 -40.41	 0.00	 -40	 10	 80	 120	 -22.92
	 24.60	 0.00	 -40.41	 0.00	 -40	 10	 80	 120	 -18.50
	 24.70	 0.00	 -28.59	 0.00	 -40	 10	 80	 120	 -16.51
	 24.81	 0.00	 -28.59	 0.00	 -40	 10	 80	 120	 -1.62
	 24.91	 0.00	 -28.59	 0.00	 -40	 10	 80	 120	 23.87
	 25.01	 0.00	 1.91	 0.00	 -40	 10	 80	 120	 40.00
	 25.11	 0.00	 1.91	 0.00	 -40	 10	 80	 120	 44.42
	 25.22	 0.00	 1.91	 0.00	 -40	 10	 80	 120	 68.27
	 25.32	 0.00	 50.90	 0.00	 -40	 10	 80	 120	 73.74
